locusId	sysName	desc	setATCH99 Time0	setATCH100 Time0	setATCH113 LB	setATCH114 LB	setATCH115 LB	setATCH131 M9	setATCH132 M9	setATCH133 M9	setATCH166 Time0	setATCH167 Time0	setATCH168 PDB	setATCH169 PDB	setATCH170 PDB	setATCH171 Atlantic	setATCH172 Atlantic	setATCH173 Atlantic	setATCH174 Atlantic	setATCH175 Atlantic	setATCH176 Atlantic	setATCH177 Norland	setATCH178 Norland	setATCH179 Norland	setATCH180 Norland	setATCH181 Norland	setATCH182 Norland	setATCH183 Upstate	setATCH184 Upstate	setATCH185 Upstate	setATCH186 Upstate	setATCH187 Upstate	setATCH188 Upstate	setATCH238 Time0	setATCH239 Time0	setATCH240 LB	setATCH241 LB	setATCH242 LB	setATCH243 PDB	setATCH244 PDB	setATCH245 PDB	setATCH246 M9	setATCH247 M9	setATCH248 M9
DZA65_RS00015	DZA65_RS00015	DNA replication/repair protein RecF	0.0640011037341068	-0.0640011037341066	-0.270366590514597	-0.164974691079312	-0.177512174887271	-0.348266119238911	-0.105787500535603	-0.473935351871891	0.00411208630336816	-0.0041120863033683	-0.0871599382945174	-0.318752915502404	-0.0965162420913564	0.112253092476221	-0.35074866342497	0.135276226820765	-0.0966848569176234	-0.116662503650774	0.034409115589316	-0.0503644309540051	0.269181716459636	-0.000259319054732532	-0.0504440669875428	0.0701537317805421	0.0697349323734506	-0.147714038982713	-0.0297002177693867	-0.0324381874081128	-0.213443834630639	-0.147093093117136	-0.0983556780352834	-0.00635105274307578	0.00635105274307594	-0.0794926736169419	-0.295288037512891	0.156552627835962	-0.0968772147493229	-0.0728779638807144	-0.320071717391154	-0.171880792113779	-0.00341013988782279	0.0193310713242036
DZA65_RS00025	DZA65_RS00025	MFS transporter	-0.0850451431242056	0.0850451431242058	-0.103940750540906	-0.11905917097199	-0.191469171879442	-0.0656190866866534	-0.308338911180348	-0.0659429612378655	0.0643005320947223	-0.0643005320947225	0.0673662853811021	-0.0292295982169079	0.0994197291305328	-0.211294006080122	0.174524609092638	0.308399584782578	-0.020380035450985	0.124983417772737	-0.202860331745398	0.31006426848478	0.0336912694769614	0.0288583226969338	-0.00596485076714454	0.0180197233514454	-0.0189942315459439	0.106172947637725	-0.0433123957878522	-0.08481206001411	-0.0499934157809007	-0.0871689476606852	0.00502269484851037	-0.0717692366657129	0.0717692366657131	-0.0163482130428099	0.000719290859815924	-0.00346915510498436	-0.174380799172574	-0.175502554591029	0.0618404563069712	-0.183681341940416	-0.0791923975321156	-0.0305793497712123
DZA65_RS00030	DZA65_RS00030	16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ	0.333271458946642	-0.333271458946642	-0.390273326980654	0.171922551039948	-0.162197438537153	0.402843908264621	0.25245459684427	0.136337365406916	-0.167919289350321	0.167919289350321	-0.263307668903483	0.243110216860162	-0.675673716176371	-0.189306237684024	0.115322586265366	0.183682990393889	-0.169799776977757	-0.511767245194108	-0.0341204845604417	-0.0349211540697785	-0.0558905303995313	-0.24893796343922	-0.298108184813918	-0.129668898608085	-0.302417943037761	-0.498129189269069	0.121186536898787	0.108052772082657	0.410961477982245	-0.56436561049538	-0.0901100286108752	0.171488296820734	-0.171488296820733	-0.311205677744902	-0.295589115430855	-0.133508005976592	-0.766292187241183	-0.707492513890011	-0.437989223753374	-0.763166640681722	-0.312945059287323	-0.33611068013591
DZA65_RS00035	DZA65_RS00035	oligopeptidase A	0.131066659858653	-0.131066659858652	-0.176951141354873	0.0400958930258342	-0.148422460544327	0.0661647271677593	0.0459199669919925	-0.0458359288882686	0.0658663426014433	-0.0658663426014434	-1.60205140179052	-1.69430452908092	-1.64653057652486	-0.352424363227159	-0.0126964334519076	-0.410718167140245	-0.283022573160698	-0.589346460991631	-0.454105713583372	-0.200054564970554	-0.476342738192132	-0.204140558829431	-0.372700405582596	-0.316208997578163	-0.200184611234047	-0.20288228657937	-0.12070899189526	-0.176066141329963	-0.110922599963423	-0.314521541489572	-0.301314730847466	-0.029286827623018	0.0292868276230182	-0.0393640294013835	-0.21334117955362	-0.117274141394884	-1.05418560924095	-1.00231513814942	-1.06299521517633	-0.211472811942761	-0.162817958795441	-0.0958464451649637
DZA65_RS00040	DZA65_RS00040	DUF2623 domain-containing protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DZA65_RS00045	DZA65_RS00045	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	0.128660903309033	-0.128660903309033	-0.145758320152741	0.0763806093202288	0.142997779157678	-0.0186733216552729	0.0259025809940212	0.026450175938606	0.165061446987054	-0.165061446987054	0.112108475017946	-0.0500793012380346	0.263544080290454	0.0539991758282367	0.291730722604767	-0.0235820322349566	-0.0558176256801489	0.0661049965853864	0.131021757004638	0.238151136351444	0.260818887739121	0.700195169056752	0.422451012718767	0.201124068145181	0.0883882848454534	0.0429051004237586	0.117417626461842	0.0303423209504934	0.00403003056038276	0.0547895433027434	0.0477685460125339	0.237136142325133	-0.237136142325133	0.0618573913030489	-0.0963766529028556	-0.0937854300294276	-0.034765807313754	0.20560081437429	-0.0411778339819342	0.0586782653945261	0.0458836153903419	0.102606593284705
DZA65_RS00050	DZA65_RS00050	ribonuclease Z	-0.177971453802114	0.177971453802114	-0.104481366009051	-0.0340621929508479	-0.211937312222869	-0.0673214173750339	-0.0739790544412455	0.137004324239674	-0.0851727796036583	0.0851727796036581	0.216508615413566	0.221823278619998	0.414190706675131	-0.00805973349189854	0.361084981279286	-0.0955564167652948	0.105648328999389	0.290289946142698	-0.0603392938249048	0.0432075223441454	-0.204575353445921	0.0845013163164027	0.00738903114931416	-0.00545118513254861	-0.231759487713425	0.276981372746622	-0.233236832664233	-0.0684222721213361	-0.0370969890167249	-0.260469541149815	0.028333123751908	0.102923402241519	-0.102923402241519	-0.178390293448258	-0.358600766490301	-0.262411757055149	-0.362164935572668	-0.0158681014198461	-0.111989976705693	-0.167131117082439	-0.345063129240218	-0.000647609279524453
DZA65_RS00055	DZA65_RS00055	glutathione-disulfide reductase	0.119079192988643	-0.119079192988643	-0.00260371120389191	0.207484052697676	0.0625266242965569	-0.109541046566528	0.360931806499832	0.167717474472713	-0.0827195626141282	0.0827195626141281	-0.231761041196979	-0.304789464424488	-0.462216835619361	-0.227202133237391	0.0494081912251579	0.120377988738487	-0.368982422965615	-0.0320879361653651	-0.14717172924616	-0.155452439212206	-0.145200349991261	-0.0426950766667378	-0.275545073072674	-0.0249387228090946	0.105169643049561	-0.0433752104889445	-0.0185905713591302	-0.152371578800516	0.0620429638841987	0.0531413590019905	-0.363744304930994	-0.0068398028436005	0.00683980284360067	0.020060359465857	0.0527727263321345	-0.011146086061173	0.0366514332154197	-0.0168962798629821	0.107278733998366	-0.026178366481588	-0.0562344547999787	-0.0311752437890522
DZA65_RS00060	DZA65_RS00060	DASS family sodium-coupled anion symporter	-0.0434628214538062	0.0434628214538065	0.0495021523654811	-0.000928183412562344	-0.114936295059821	0.00881689120399287	-0.234197806355907	0.0502051983520979	0.109242534041288	-0.109242534041288	0.0535164482807651	0.108761984645678	-0.0150933739419647	-0.0042458907701915	-0.253995960053001	-0.136104036433251	-0.0513956305817193	0.0545953144043666	-0.110454272805174	-0.231296252573144	-0.00283963720928304	-0.0503321836458773	0.115628610591929	-0.0352423471702917	-0.0609130497064548	0.025864127593303	-0.121229244133077	-0.0373114514885249	0.255434496925097	-0.0241861117951832	-0.0592209748016226	-0.0874798762994716	0.0874798762994717	0.105449669526561	0.0724536733554535	-0.0605855456353237	-0.00215234300963907	-0.00344755115098305	0.0995313740080472	-0.00242373254567507	-0.0706219521550464	0.0014874324358225
DZA65_RS00065	DZA65_RS00065	adenylosuccinate lyase family protein	0.0105135019341859	-0.0105135019341858	-0.0972302946197159	-0.10872463052741	0.0971093262525239	-0.141716931096859	0.223200897692927	0.191601418987448	-0.0378017282151817	0.0378017282151817	0.145508181303332	-0.088692077405467	0.181987524445004	0.0345985536368229	0.126635095060008	-0.417840123150876	0.140055227569991	-0.0154078341148273	-0.0795487326239797	0.0284392380962156	0.00712371344037288	0.1452826318572	0.0551863819912957	0.0424683542763624	0.0537847177411829	0.0435157157807663	0.320306460020345	-0.0111235557465902	0.170146204831774	-0.218208249176851	-0.235958883892572	-0.109379438973062	0.109379438973062	0.079886528573988	0.0635056802717846	0.0307903909679113	0.0660852623496959	-0.121057663711812	0.0663451181424968	-0.0524515451993162	0.114556820850074	-0.0319427329653283
DZA65_RS00070	DZA65_RS00070	GntR family transcriptional regulator	0.0754159196755135	-0.0754159196755133	-0.522658588005563	-0.0764325335329019	-0.582082335311982	-0.434106347722829	0.030939691761523	-0.878565694689424	-0.173711581336023	0.173711581336023	0.237957918987529	0.0309076203077686	0.252195484272162	-0.252431850996396	-0.00171060609178919	0.494953074068439	-0.132329923092509	0.402493173399246	0.564936974585018	0.332383985940259	-0.240532108219274	0.0473575186267745	1.05666215708423	0.407085363913195	-0.425133320914964	-0.399265277815021	-0.0210606452545504	-0.494262963982809	-0.340600643942925	0.22571107940493	0.276610273847667	-0.280193527644092	0.280193527644093	0.265789861034797	-0.243467494771703	-0.307526337440292	0.224676022328749	0.0506084513321357	0.5023436645542	-0.41528590519572	-0.225594374060568	-0.0370535185777321
DZA65_RS00080	DZA65_RS00080	MBOAT family protein	-0.0530193801750835	0.0530193801750836	0.116846563681695	0.074414660076994	-0.00171211916801889	-0.220663613096299	-0.0773842153048989	0.105310050692329	0.0502576730976233	-0.0502576730976234	-0.290742638648084	-0.101910780268606	-0.133515680471663	0.121732421190715	0.154724063450433	-0.142112632557707	0.0782619271945409	0.366639263659961	0.163022151416833	0.0252507247536041	-0.173471978197714	0.108061320436894	0.149788500198172	0.0739166591491025	0.087688974115672	0.0552968294846872	0.0933775221632682	0.248847050264258	0.117879133383705	0.310017330617426	0.168808191921969	-0.138537576734119	0.13853757673412	0.121050242739521	-0.0247082952046047	-0.141419955280519	0.0235049970997123	-0.0558973763066639	-0.216616111192774	0.000389246759989526	0.0283028095114233	0.0336907026800057
DZA65_RS00085	DZA65_RS00085	DUF459 domain-containing protein	-0.0921504355830624	0.0921504355830627	-0.23124270690042	0.007711357275691	-0.0716503461915319	0.025343132325829	0.0675134537910766	0.120268527995177	0.136254269239839	-0.13625426923984	-0.211417081427792	-0.281907381575825	0.0899459619273766	-0.0413137142299707	-0.17704451023319	-0.317429293765338	-0.0184707020232434	0.141847048560338	-0.174982814193368	-0.180501136108913	0.0255780625174987	0.0213066354946509	-0.0266616387562719	0.0924207732890507	-0.136613582214018	0.226786263389102	0.0786407386173528	0.0938919836465762	-0.088528418958859	-0.145429873162461	0.229871439949148	0.0692745845903112	-0.069274584590311	-0.130704629660337	-0.118232476502626	-0.0276816481918578	-0.0139207219126043	0.0406226192795143	0.0309857120462183	-0.168975169968208	-0.151022046858873	-0.0656020037988163
DZA65_RS00090	DZA65_RS00090	hypothetical protein	0.0186554856755283	-0.018655485675528	0.0172821685857127	-0.086073439434137	-0.0349057644090325	0.269226500967506	0.141147895353153	0.237979231991369	0.146660751581836	-0.146660751581836	-0.0151948118410559	-0.0033597963329649	-0.0774193208025441	-0.00575749045248047	0.111331908301448	0.233947351425156	0.0804725805099537	0.244911521591073	-0.123008042365531	-0.083395513919983	0.133637929447073	-0.0149076132478904	0.0467128151325649	0.0594526474864118	0.0667718493741696	0.109002309668575	0.310496595180004	0.289572006900365	0.0840512867438162	0.170703375550003	-0.0433652253643333	-0.015931993616113	0.0159319936161132	0.0182971391905158	-0.00972740302056851	-0.186950067876949	-0.0720197613961771	0.0420087995164302	0.178547376469946	-0.00326282906453268	0.166548623127413	-0.0115290976672766
DZA65_RS00095	DZA65_RS00095	AsnC family transcriptional regulator	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DZA65_RS00100	DZA65_RS00100	phosphoserine transaminase	-0.114217929854474	0.114217929854474	-0.360764595383025	0.111501293453759	-0.0877479336469062	-0.191109544842177	-0.116906900390195	-0.232138900528701	-0.144751867975648	0.144751867975648	0.325139067848049	-0.07612518565027	0.137718180784697	0.237734763634243	0.0506714875588538	0.442022074941807	-0.490891152756797	-0.00812845989996314	0.0292293115896884	-0.316008185934698	-0.112637705186983	-0.326443786897061	-0.223863970973408	0.169302695060148	-0.0777070919924041	0.666558135151945	-0.0795952095127094	-0.152228918819805	0.20918230466635	0.266437560553379	0.270505601597067	0.102262420299423	-0.102262420299423	-0.130356402886447	0.000714452503502994	0.0575289157383454	0.060231968253637	0.0857787290645555	0.380047392363671	-0.0764587768989793	0.0588585787212852	0.289899315275695
