locusId	sysName	desc	setATCH249 Time0	setATCH250 Time0	setATCH251 LB	setATCH252 LB	setATCH253 LB	setATCH254 LB	setATCH255 LB	setATCH256 LB	setATCH257 PDB	setATCH258 PDB	setATCH259 PDB	setATCH260 PDB	setATCH261 PDB	setATCH262 PDB	setATCH263 M9	setATCH264 M9	setATCH265 M9	setATCH266 M9	setATCH267 M9	setATCH268 M9	setATCH269 Atlantic	setATCH270 Atlantic	setATCH271 Atlantic	setATCH272 Atlantic	setATCH273 Atlantic	setATCH274 Atlantic	setATCH275 Norland	setATCH276 Norland	setATCH277 Norland	setATCH278 Norland	setATCH279 Norland	setATCH280 Norland	setATCH281 Upstate	setATCH282 Upstate	setATCH283 Upstate	setATCH284 Upstate	setATCH285 Upstate	setATCH286 Upstate
HER17_RS00015	HER17_RS00015	DNA replication/repair protein RecF	-0.119290986017482	0.119290986017485	-1.34505373545061	-0.848422382136464	-0.00203913413745278	1.21070937285838	-0.00844556553886935	1.04973694975574	0.340846249077666	0.114429105355014	-0.686480950193541	-0.0547272960138976	1.21151941082177	0.547033624860456	-0.809857711150855	1.04850154831199	0.196847681861623	0.362625146288919	0.554612027449737	-1.05974828598923	-2.16645658215316	2.37157662545986	0.114601803886137	-1.05790082488633	-2.38878617667502	-1.79849668442631	0.787033803529789	0.220750333980324	0.600346663876231	1.24527197789941	-0.437603493072003	-0.589742927572893	-1.41305293634375	-1.25302634531892	-1.17520491459682	-0.57848316940697	-2.05825596779141	-1.31632676319393
HER17_RS00025	HER17_RS00025	MFS transporter	0.162127831114197	-0.162127831114194	-0.423347867424887	-0.841930274042755	-0.299410836632637	-0.367434077376131	1.05099576202317	-1.4024747854836	-0.892910819322422	-2.02123620361817	1.22576572463502	-1.39394051954204	-0.711591597412361	-1.84952393012137	-1.42861290357704	-1.07857504894557	-0.64203513944754	-1.11048398792717	-2.29723329276199	-2.08325542274935	0.770247211696444	-0.440626535816189	1.7483824827081	-0.964774114845418	-2.18638991437302	-2.00421101716901	-1.38933834319943	-0.511724117012724	-0.699891422620692	-1.78373317531258	0.105984425785536	-0.0933304636425462	0.607446430557144	0.857349232609496	-2.57898788402072	-1.82422858634514	-2.39607233020877	-2.26666495209861
HER17_RS00035	HER17_RS00035	methyl-accepting chemotaxis protein	-0.228846944915603	0.228846944915607	-0.696255346590479	0.434468414817229	-0.455316136548603	-0.659272393131478	-0.829414166995841	-0.672390018462062	-1.33946676512569	0.399644785501006	0.164541597368681	-0.575969608261823	0.718214192470733	-0.216246338784424	-0.413003710091324	-0.0818645549962442	0.288432285211268	0.228061143552002	-0.477513059056124	0.000144505787585449	1.42475224641971	1.34204021022651	-0.11813727542592	-1.39061835807384	-0.880688408930223	-0.302820052439374	1.1163356117249	1.72534446483949	0.488269079979171	1.46797295764205	0.710181679611027	0.0148136547236361	-1.0545848054844	-0.655867750239769	1.12270761687502	0.323323241510613	1.1080031884342	-0.703943957017413
HER17_RS00040	HER17_RS00040	LacI family DNA-binding transcriptional regulator	0.827318517840217	-0.827318517840213	1.87270595749736	-0.761620381618212	-0.804248864398126	0.16809385485024	-0.166905137071123	-0.145142505044132	-0.929496832572571	0.898803956578083	-0.574193081817821	1.38040909044208	-1.01912964764954	-0.168532714705271	1.77390270805281	1.053915351267	1.89793693405208	-1.0627417644754	1.0848990071159	1.47600941701497	0.74502970796156	0.739166318678109	0.921208019705897	1.03002077329607	0.144076722411501	-0.137320723964744	0.251083546829729	2.0036226368047	-1.10356530384798	-0.167117772643218	0.0180197399936559	-0.215489852899799	-0.281928341411141	0.113263241300717	-2.98443818194598	-0.529376688405657	0.500572397232535	-2.26893182054334
HER17_RS00045	HER17_RS00045	PTS sugar transporter subunit IIB	1.58654390598541	-1.5865439059854	0.0621847163575516	1.51012522079707	0.0476976015077645	1.25639732254689	0.292944832478383	-1.20905016394535	-1.12393772154343	2.09563013028827	-0.792592475508743	1.23893104913636	0.560060992194213	-0.0788244011356716	-0.692861897582996	-2.0884236476282	0.381995783796	1.87829155635134	1.20675105803895	-0.511212177484948	-0.618350554440269	-1.60068509615	1.96468066920773	-0.463397379554131	-0.460925810514971	1.44628868555477	0.973917549760771	-0.646880737076876	-0.474626396519288	0.0113419210728067	-0.497204419086361	1.70662607592646	-2.48818318924244	-1.62329460697566	-0.899513970146597	1.25026013289302	1.7406475652894	0.623529139892433
HER17_RS00050	HER17_RS00050	PTS sugar transporter subunit IIC	-0.306693026056156	0.30669302605616	-0.624074144507606	-0.261965620491384	-1.00542647685099	-1.39182193144315	-0.25812120664756	-0.573798695660791	-1.70046272671654	-0.225344214230292	-1.3653415990004	0.317885089933767	-0.351924303055205	0.397288114765351	-1.36194330664371	-0.156450935037039	-0.412248519557316	-0.107806384067657	-0.490193708532339	0.758734010044461	0.15047152470077	1.50634229726969	-0.194633517799642	-0.914397850260726	-0.838529519299333	0.891315948797782	1.30426808712742	-1.29264164043339	-2.00940128831392	0.415001761315247	1.97924324785445	0.502919411795309	-1.1817514469538	-1.73170251263046	1.4026975404846	1.11414873768078	1.81190765779095	-0.866959030431089
HER17_RS00055	HER17_RS00055	PTS lactose/cellobiose transporter subunit IIA	-0.0284135868442397	0.0284135868442418	0.117980028927638	1.73239573446779	-0.279854526495798	-0.441523331693379	1.30177286234105	1.11474839293321	0.114899410743469	0.677048999195492	0.0807929070977016	-2.72209070813706	-0.0624288597664136	0.172319909965105	0.610522587490129	0.294553938485717	0.663318559933333	-0.263301983659028	-0.116690985943377	0.878880710922154	-0.421073859220782	0.198094577650671	1.76955714016366	0.056108074749375	1.23039403972655	0.267616899948447	1.69625370471469	-0.868668157696795	0.898247544056107	0.297091252769933	2.08274412090426	-0.677395940768841	-2.11484228735452	-0.109569285833915	0.680652608678404	0.822829301892361	-0.520209262081855	0.994518284841947
HER17_RS00060	HER17_RS00060	6-phospho-beta-glucosidase	-0.598277305824425	0.598277305824429	-0.64339921851574	0.590731625781386	-1.23625382802782	0.524083017862382	-0.482409145723472	1.12881449254398	-0.621855478190337	-0.132274246712409	-0.855036713278437	0.844536658236831	0.052384322494585	-0.0119147083659339	0.344530451839412	-0.518147049185983	-0.742578984145221	-0.503212438375075	-0.751111437450714	0.598751193077584	-0.864717045509697	-1.85650069590704	-1.72761813006988	-0.863122654119107	-1.57851158497309	-1.30014873668941	1.93336409129863	1.70347764774554	0.0138370776120842	0.49553746413698	3.05890848715255	-0.933150133687703	-0.0673074228857176	1.01867880774231	1.05078688906125	0.26184527630333	1.49271961601416	0.320831985045135
HER17_RS00065	HER17_RS00065	sugar-phosphatase	0.0413924854103872	-0.0413924854103843	0.305502134412939	0.552481805189924	-1.78986340850805	0.711545024715083	-0.739042511581867	0.466680823127539	-1.47288912944599	-0.592201245085741	-2.4990280900806	2.34114527711838	0.369068170237793	-0.169160745250325	0.0971687892035099	-1.66083721890917	-0.938267041193128	0.640213452251171	-1.50780181519633	-0.0821597822160251	-1.97614589883094	-0.477047383163235	0.470355962593465	-2.42330189510646	0.484523848726733	0.892685385995288	0.401208240408743	-0.0997417785422869	1.35659400103668	-0.629161976497604	1.02369324063416	-0.474042635760545	1.32233165650747	1.58721567623032	-0.134710588332873	0.670270230081411	1.36521871122256	1.0920924248491
HER17_RS00070	HER17_RS00070	Hcp family type VI secretion system effector	0.458654955270356	-0.458654955270354	0.568928104012626	0.151089751288861	-1.58829859601059	0.200961987903219	-0.0746727922234237	0.901884574272742	-1.49993728740555	-1.64114725232409	0.35132674965724	-0.0441369680173136	0.436629521030993	-0.818857455681745	-0.194999830611169	0.330584989594826	-1.09280815162471	-0.719068860772869	-0.268403403259278	-1.07517816052535	0.995139098063499	0.726720233685552	-1.84569183481983	-0.0416253616078319	0.748634599344559	-2.20198687607822	-0.461697926376297	-1.43854460344957	-0.273730817292295	-0.755406509383451	-1.6915569765412	-0.469260454497527	-1.03953570610361	-0.413652926555774	-1.75301224490561	-1.9581042917723	0.377614552066363	-0.13869763014054
HER17_RS00075	HER17_RS00075	hypothetical protein	-1.17881337596173	1.17881337596173	0.771322689491116	1.72576073664814	1.24528926471082	1.68330702276935	1.5491162301854	0.544029041409846	0.337131705746241	0.758231329677851	0.690061094072954	1.37881095681634	0.594443493304696	2.51117284941032	0.641070618413212	1.80464131111586	1.26511533449631	0.303789562460375	2.85068062270629	0.841952094460003	0.095753582521564	1.07775797773012	-1.34255831082171	0.183918655351389	2.78188619097358	-0.706269619293375	0.412681024027131	-0.142250176384812	-0.9352357880624	2.75431409680885	0.893132670235234	2.19004808697543	1.67476387097814	1.39478606526531	-1.03577454384431	-1.99435954856746	3.13331409370577	0.929755937060915
HER17_RS00080	HER17_RS00080	DUF1311 domain-containing protein	0.616839424137905	-0.616839424137903	-0.147784666695971	-0.320142552157787	-0.249918015106856	0.259526176005346	2.29936769203712	0.000473857239155496	-0.601293049716826	-0.559036979685389	-2.25482215240991	-1.86461098044045	1.4883693127495	-1.57505135342046	0.616389873917009	-1.31556690073945	0.39725170974095	0.103188685892364	-1.59424442288434	4.06157266204213	-1.16306040453757	2.17426364048852	-0.709571877368074	1.49853007369167	1.93204129217812	-1.72113571120106	0.678887294057008	1.59909388835805	-1.59402959461479	2.58195603804486	0.0358832728354741	-2.06089480437147	-1.39594207877785	-1.7134156923474	1.02586867682817	1.12494102735337	0.921220413014137	1.74630358422331
HER17_RS00085	HER17_RS00085	LysR family transcriptional regulator	-0.19976185739742	0.199761857397423	-1.72309391375053	-0.831436523281596	-1.11670251964764	0.703333305578392	-0.920186766985923	-2.21374428424646	0.560200653072641	-0.0564385927166216	0.62582648562663	-0.613967199273552	-0.648994751610847	1.31874015574328	-0.612425455788756	-0.469701246062536	-1.19718087040034	-0.450621291706513	-0.0178617166513449	-0.0242073740229048	0.0780734094359207	-0.266786930094769	1.90796927976463	1.01420655934003	2.12234734898725	1.3404570660051	-0.136935887732736	0.36710792778624	0.435778764300174	-0.499523111783571	-0.516807438694343	-1.7257944449773	-3.33013956944889	-2.32084661706183	2.18122015120712	0.933054155825082	-0.0990267118203394	-0.914777207836976
HER17_RS00090	HER17_RS00090	ABC transporter substrate-binding protein	-0.683756593535862	0.683756593535867	0.782576742815533	0.309939628580165	-0.434587299874391	0.845840581557306	0.0049238791989197	1.4560662701034	1.53823418049463	-0.647367949912991	0.00166696428245934	-0.358138499609614	-0.30006920927757	-0.384561507562214	0.73238220557889	-0.0181630810945447	-0.156710485400467	0.322597722010247	-0.33270082265824	-0.419021950038948	-1.35698313559814	1.12102374728543	-0.388809775617102	0.519405809872923	0.680269090126823	-1.31938990635095	1.03227722754488	-1.37708008272825	0.218406607009276	-0.500148577856529	2.25224610120893	3.18973090907382	-0.703653103220239	-0.286680503867482	2.32275698570426	2.05126712374714	1.51123765094457	-1.27328266785467
HER17_RS00095	HER17_RS00095	dihydrodipicolinate synthase family protein	-0.416487738032677	0.41648773803268	0.820104078587381	-0.915774116377751	-0.220456975429192	-0.971763138988325	-0.0278493033897433	0.135462915641941	1.04725198685296	-1.23599320367103	0.349771418426384	-1.36442712995543	0.299662508818968	1.03252298241903	0.949535365746593	-0.895643230929357	0.697916077150351	-0.261919438538333	-0.102451177488976	1.66700808199288	0.612504555824024	-1.46657472008074	0.639286012831478	1.70782753077032	-1.37242819823735	0.51272379612776	2.36965318565676	0.113048372066374	-1.31476558729884	-1.34963075683687	0.234485759169863	1.3731714091085	1.3845324029167	1.12441671276427	-1.57152253515078	-0.000288806724677216	-1.70570389473838	-0.342723333758653
HER17_RS00100	HER17_RS00100	nucleoside hydrolase	-0.574791003588973	0.574791003588976	-0.238680078844362	0.794822817302732	-0.228464178127468	-0.212280528380438	0.678858078600039	-1.246369193735	-0.490987620674475	-1.12658186444801	-0.0262648474169153	0.691491936998265	-0.514648013390092	2.30027437782267	-2.79244324025805	-0.0894808009421509	-0.102488359769048	-0.0917352325428649	-0.493749962647448	0.277654624601454	-1.62494582869116	-0.147602209664071	-1.08141682335696	-0.637036376291992	-0.910761976913258	2.24689844837259	2.89749586811718	1.00040373548923	0.786654022790407	0.36125353833405	1.615299287374	0.509365676935399	1.09652989961742	0.987455628710604	0.263188778763915	0.624092817230658	1.26742304697508	0.557504947400101
