locusId	sysName	desc	setATCH249 Time0	setATCH250 Time0	setATCH251 LB	setATCH252 LB	setATCH253 LB	setATCH254 LB	setATCH255 LB	setATCH256 LB	setATCH257 PDB	setATCH258 PDB	setATCH259 PDB	setATCH260 PDB	setATCH261 PDB	setATCH262 PDB	setATCH263 M9	setATCH264 M9	setATCH265 M9	setATCH266 M9	setATCH267 M9	setATCH268 M9	setATCH269 Atlantic	setATCH270 Atlantic	setATCH271 Atlantic	setATCH272 Atlantic	setATCH273 Atlantic	setATCH274 Atlantic	setATCH275 Norland	setATCH276 Norland	setATCH277 Norland	setATCH278 Norland	setATCH279 Norland	setATCH280 Norland	setATCH281 Upstate	setATCH282 Upstate	setATCH283 Upstate	setATCH284 Upstate	setATCH285 Upstate	setATCH286 Upstate
HER17_RS00015	HER17_RS00015	DNA replication/repair protein RecF	-0.0192967580823681	0.0192967580823681	-0.193902349434033	-0.164196742220853	-0.0641756860856957	0.182282412835063	-0.0272235345415077	0.15747959313242	0.0187856895105709	-0.0115055260705569	-0.114142396828609	0.0280518226031534	0.152654437825647	0.0566031937881188	-0.124484957109767	0.120326653735695	0.018220767770204	0.00054620519885118	0.105219948562164	-0.19697826453302	-0.405742354470369	0.36140528062875	0.0313996372109662	-0.173956376178653	-0.451588204877618	-0.330360307278564	0.149796384539666	0.0735712424465951	0.107429265986698	0.241607107139367	-0.0849237016907449	-0.0941059113858271	-0.297513448312488	-0.203609449198391	-0.228824192485884	-0.0943118494585793	-0.374079276248966	-0.245351200184013
HER17_RS00025	HER17_RS00025	MFS transporter	0.0309097646919608	-0.0309097646919608	-0.0913595831810883	-0.158948423138023	-0.0647401758561934	-0.0811314805358032	0.207081516751153	-0.264736726796096	-0.198671028685323	-0.447236652552448	0.216744764810261	-0.323466532286717	-0.146940093679267	-0.339802426411253	-0.285009583423621	-0.207295848858533	-0.12142938853582	-0.221686440342586	-0.461992778470137	-0.423986946565719	0.27276449118795	-0.13023280348283	0.692565096766367	-0.242698759633473	-0.566281815928031	-0.513771987794696	-0.342963833647229	-0.167488576475377	-0.183388248342497	-0.448598688866154	0.0255301221559026	-0.0258518837298061	0.212672961644918	0.301757386369826	-0.844256008465249	-0.44459337714255	-0.715275460705678	-0.601411676113824
HER17_RS00035	HER17_RS00035	methyl-accepting chemotaxis protein	-0.0375054535603429	0.0375054535603429	-0.082580203000524	0.0422477804772099	-0.0539444325929139	-0.0894630804101439	-0.11107917057496	-0.0701283221561337	-0.176124953226796	0.0561567055989517	0.0200292553236094	-0.0837044180634037	0.0875959337185839	-0.0199938895916698	-0.0571857349329659	-0.0124747436029724	0.0303501195876479	0.005145959620662	-0.0715242711936976	-0.0143059688834881	0.249597143876331	0.186596688380131	-0.0256608751376428	-0.213816901363896	-0.120122175011857	-0.0545341656145677	0.173085747549179	0.295546622527866	0.0584467998580682	0.202117567412522	0.0888351795017823	-0.0104436387382982	-0.160398191941572	-0.0883538697416972	0.22401206130975	0.0518938461216059	0.182828375395973	-0.109237086053575
HER17_RS00040	HER17_RS00040	LacI family DNA-binding transcriptional regulator	0.120611992184242	-0.120611992184242	0.262282091670053	-0.11020981150975	-0.12582372015088	0.0177276956640711	-0.0220775756469938	-0.00763588821251782	-0.152778175868583	0.125998013470866	-0.0830317740140154	0.195007834894324	-0.164694056863244	-0.0197207284781202	0.335763990948938	0.171426707769736	0.258769634786597	-0.155950759449615	0.152034061784508	0.222393502433272	0.156882013901672	0.123779528012951	0.153708023521743	0.260512862856493	0.0227706184119951	-0.0193554234773117	0.0388576879412732	0.37579894850421	-0.192952442333142	-0.038640035387469	0.00107115586130924	-0.0436863764406943	-0.057843452168219	0.0361663533736227	-0.552622127198867	-0.0836904114322938	0.0833731295220925	-0.376645272484877
HER17_RS00045	HER17_RS00045	PTS sugar transporter subunit IIB	0.471423121548208	-0.471423121548208	0.0189299170982398	0.404267474650637	0.00923388829691785	0.393888288568075	0.090156088109929	-0.343582915916963	-0.365738678521153	0.558177990337842	-0.212102578002764	0.448222634983484	0.156180814156444	-0.0150807037675533	-0.195565954732394	-0.672297293936286	0.0996046478350729	0.471634148435519	0.360951611585491	-0.142377745802987	-0.273535669925982	-0.732685348449568	0.77375052485356	-0.179550988932888	-0.177495775972998	0.58660104026989	0.292322392471507	-0.36893090493857	-0.194003100077263	-0.00721744859341467	-0.205841414255363	0.896678343351221	-1.08858535294982	-0.732050702535111	-0.305946335723213	0.587099991787636	0.698258762563137	0.34806312015176
HER17_RS00050	HER17_RS00050	PTS sugar transporter subunit IIC	-0.0472902581651787	0.0472902581651787	-0.0924739385515494	-0.0370172144538625	-0.158016272087903	-0.2218585162791	-0.0369246085829753	-0.0699413036910752	-0.27626711733949	-0.030919589971559	-0.229049031655342	0.042483936579419	-0.0594336034072487	0.0629154842197709	-0.199663263762139	-0.0210096855034596	-0.0630787054373394	-0.0163864306538521	-0.06803006414029	0.111061484558705	0.0223840697541506	0.250514687337346	-0.0343490819380385	-0.162878055089317	-0.140050103573223	0.178388910768663	0.25870379654863	-0.308941566475731	-0.378445831984511	0.0577875043782174	0.341391505973154	0.100678249601753	-0.211404409230581	-0.309407436135087	0.367144927300557	0.223815516134951	0.377346458707684	-0.159021741292995
HER17_RS00055	HER17_RS00055	PTS lactose/cellobiose transporter subunit IIA	-0.00833280426177359	0.00833280426177353	0.0309257017098397	0.371511260300522	-0.0977991220100753	-0.115872252097395	0.303476919622201	0.252220898157087	0.0259401941753538	0.143486194579547	0.0214486406827392	-0.755111908325489	-0.0206789174006414	0.049014082398408	0.138721790071699	0.0668632435740155	0.145423841616367	-0.0619160634526776	-0.0239350363547228	0.225097031421076	-0.258456741301055	0.0492135900850657	1.90770388003649	0.018121167757374	0.403329817693504	0.0878987783023806	0.607995651102106	-0.398770643875098	0.321223972743443	0.0684247639945437	0.592848326243075	-0.211691029531481	-0.727743269527757	-0.0235899262939609	0.39465664026858	0.299027697489173	-0.187104445474237	0.368179862778567
HER17_RS00060	HER17_RS00060	6-phospho-beta-glucosidase	-0.0852319202067817	0.0852319202067817	-0.0894094074208984	0.0784440958764918	-0.189467236950364	0.0658495656549021	-0.0659918835355398	0.165486495437439	-0.100778911939677	-0.0166748997030973	-0.125516466226241	0.117104894704239	0.00135992549684527	0.00302849251273318	0.0481210608742704	-0.0680540533042384	-0.101841199546066	-0.0694535776476262	-0.0994037492770696	0.0796572455291105	-0.191383297285776	-0.325152172298001	-0.282165118742636	-0.156341950328363	-0.238871143519004	-0.189515852779324	0.393526443801915	0.36193153644405	-0.00053917896256106	0.0615342059833888	0.525913940600283	-0.170167043335264	-0.0112663615916855	0.181281307287283	0.26986575141987	0.0518932195645561	0.293000228759473	0.0546587308916906
HER17_RS00065	HER17_RS00065	sugar-phosphatase	0.0202429069159034	-0.0202429069159034	0.0508498428946107	0.116747322054169	-0.386539750584254	0.083385938004892	-0.112827341344993	0.098813118196218	-0.288889011203371	-0.149413635496255	-0.540248719609902	0.399272001487663	0.0429692640040868	-0.0267710409288219	0.00472466235835034	-0.281095867671526	-0.149305562896712	0.115476993920501	-0.306139519100745	-0.0257391344485529	-0.530010398148861	-0.120960585530384	0.0743366559516818	-0.689262762357473	0.139465384930514	0.251955589624142	0.0609685640097843	0.0301641755165174	0.300059017025267	-0.11190661876265	0.241991429227108	-0.104017619224292	0.324916884484909	0.412367255867698	0.00426894678227141	0.216474182128407	0.397455443250637	0.29188364638285
HER17_RS00070	HER17_RS00070	Hcp family type VI secretion system effector	0.112782724616884	-0.112782724616884	0.133432722382336	0.0467914916965844	-0.443348386723027	0.0431863981411984	-0.0158277290775859	0.223142004674837	-0.36363732330762	-0.445215841793332	0.0935248504242409	-0.0180608612944984	0.105256399818458	-0.214217404295562	-0.0542736389804803	0.0931342919020102	-0.319276146621426	-0.182066403810717	-0.0599767713052874	-0.305428764635016	0.899676307328134	0.223363853753201	-0.692598575320417	-0.0192624784416995	0.236660697094099	-0.718150133791293	-0.132914991415927	-0.764847492787632	-0.0867574779688955	-0.241417611967025	-0.751884959185358	-0.160241087074848	-0.397389069966606	-0.164829372282175	-0.598164762023553	-0.580733531817558	0.156629608818307	-0.0399836861085987
