locusId	sysName	desc	setATCH97 Time0	setATCH98 Time0	setATCH110 LB	setATCH111 LB	setATCH112 LB	setATCH128 M9	setATCH129 M9	setATCH130 M9	setATCH143 Time0	setATCH144 Time0	setATCH145 PDB	setATCH146 PDB	setATCH147 PDB	setATCH148 Atlantic	setATCH149 Atlantic	setATCH150 Atlantic	setATCH151 Atlantic	setATCH152 Atlantic	setATCH153 Atlantic	setATCH154 Norland	setATCH155 Norland	setATCH156 Norland	setATCH157 Norland	setATCH158 Norland	setATCH159 Norland	setATCH160 Upstate	setATCH161 Upstate	setATCH162 Upstate	setATCH163 Upstate	setATCH164 Upstate	setATCH165 Upstate	setATCH189 Time0	setATCH190 Time0	setATCH191 LB	setATCH192 LB	setATCH193 LB	setATCH194 PDB	setATCH195 PDB	setATCH196 PDB	setATCH197 M9	setATCH198 M9	setATCH199 M9
DDA3937_RS00005	DDA3937_RS00005	FMN-binding protein MioC	0.600950931746944	-0.600950931746945	-0.0732599902130171	0.925992898428598	-1.18879615266405	-0.347434476782617	-1.00188491686566	-0.0505103240589905	-1.15832239391975	1.15832239391975	1.12219763630312	-2.10457291790767	0.696785407134527	-3.49208289227757	-1.43021865719353	0.979295540532017	-0.170588901280175	-1.81916024689936	-2.36664106433506	-1.90842162827496	-2.95276222116797	-2.90754976040478	-1.96356129783311	-2.53639498590013	-1.221866938292	-1.38044871833464	-1.54428876844815	0.411083839736152	-1.43438713610141	0.109029711186943	-1.96161929742737	-0.613471008121658	0.613471008121659	-1.79469302478283	-1.15112467703986	-2.1498879330668	1.77317830506099	0.217575639895214	1.23936512477131	1.39721014887866	0.115190064027332	-1.30900818491977
DDA3937_RS00010	DDA3937_RS00010	transcriptional regulator AsnC	-0.120568010675714	0.120568010675713	-1.95241390718715	-1.28787093445767	-0.644556515200838	-7.73448533145701	-5.64481643178812	-9.48619631914273	0.200226171782744	-0.200226171782744	-4.35491363629843	-3.20642509784694	-3.89370833004266	-3.57416174453327	-1.42258875647779	-0.849535894062367	-1.5509452655281	-2.4410663727079	-0.644386218186099	-0.529554811713536	-1.35997484442962	-0.643013332467473	-1.69905882017544	-1.47000578906814	0.520115040168654	-1.35123363271661	-0.986698389479599	0.424292081797002	-1.09326654569594	-1.00284432454079	-0.669086331760603	0.277349335494881	-0.277349335494879	-0.0954191257121521	-0.181240138963199	-0.718637024958564	-3.23200609580092	-4.11334658458097	-2.715520187334	-7.75889851274544	-2.48327414978308	-2.65596109276277
DDA3937_RS00015	DDA3937_RS00015	ATPase RavA stimulator ViaA	0.146253141241608	-0.14625314124161	-0.877032821777733	-0.156265080082985	-0.363981960251618	0.761743419582811	-0.246042694964579	0.944418461307025	-0.380670909938929	0.380670909938928	15.9319934933883	15.4948060081337	16.3302555648852	0.462828738036176	-1.61878079065722	-0.649906752498553	0.992003155158396	0.904471676764055	1.63145761125343	0.5343046815163	0.35977617127333	-2.16248917948787	0.242550214163168	0.295115008602933	0.770421947208148	-0.931716678663059	0.371573621062346	1.03860607009114	2.15351297663398	0.854590903863596	-0.958369312877003	-0.0907175553820835	0.0907175553820855	0.645632477545696	-0.0458288814547363	-0.19779961760762	16.0662527222081	16.4252836895779	15.5457223677713	0.763519602098712	-0.908765028718075	-0.222247135348332
DDA3937_RS00020	DDA3937_RS00020	ATPase RavA	0.298014142610811	-0.298014142610813	-0.588621252125302	-1.03377242213409	-0.971157875386651	0.38570225178681	0.328774368844931	0.910390857779496	0.238462017520935	-0.238462017520935	17.7547857933536	15.9803712073795	17.9669944400062	2.16177768854707	-0.278620383042591	-0.553527265754945	-1.15773050469769	-1.27561295914552	0.365979449971667	0.510143855225735	0.308392883761247	0.639240278304422	0.387048222711415	1.63306473395626	-0.247946865362693	-0.249490511571233	0.594791468779047	0.0614362500789178	0.185156007384612	0.282979289037852	1.19851322227689	-0.239162676932744	0.239162676932745	0.0250084735722877	0.413205210016758	-0.322374459737964	15.9042964986914	19.006551422622	17.2394657238287	-0.0328300524940627	0.899527062118758	1.57406328419585
DDA3937_RS00025	DDA3937_RS00025	low affinity potassium transporter Kup	-0.221307078543669	0.221307078543667	-2.72003022603518	-2.08420769856906	-1.9597188057311	-1.02873997080392	-1.7408731593798	-0.616796913691537	0.518557733326359	-0.518557733326359	-19.5465626534714	-18.85167968979	-18.27623028128	-0.514975357540043	0.60027456897328	-0.861189412976386	0.518981134337118	0.497791676482847	-0.488827021314864	0.283326318033889	-1.00436390627894	-0.533422417286898	1.05686251305153	0.919669589092347	-0.971933104403616	0.461764268705101	0.0656795727030919	0.279216771591002	0.0919559538874656	0.0591571667906397	0.974512146991083	-0.266896262799567	0.266896262799569	-1.17334169623099	-0.359713629300365	-0.119745238344443	-15.9749647665233	-18.6138416845434	-17.9244072018593	-1.57062698952085	0.412138319289636	0.119003481350736
DDA3937_RS00030	DDA3937_RS00030	D-ribose pyranase	0.473965498524299	-0.4739654985243	-0.883480887678376	0.086221266170931	0.0410626713371349	-0.387994992538947	0.0459296052129399	-1.23473268680324	1.30568329882314	-1.30568329882314	-2.42501992474673	-1.91992668216117	-0.856714156684788	-1.76421774562524	1.41034711881235	-0.613214613770837	0.589394547962344	0.590170649979641	-0.207307631645268	-1.81860901652758	0.181875278769719	0.957186853981347	0.762228119274827	-1.06040617105438	0.237508897667756	3.24527178359577	-0.0125408545882592	-0.568131016537146	-0.124364934819871	0.875400619651988	1.06590485978514	1.02831551934841	-1.02831551934841	-0.317403732524411	-0.766271173894402	-0.5878106212132	0.144021127709463	-0.73358561570666	0.146940744245719	-0.758367926190053	0.296651720279801	-1.07531004919288
DDA3937_RS00035	DDA3937_RS00035	ribose ABC transporter ATP-binding protein RbsA	0.406013992324322	-0.406013992324324	-1.15635598539525	-1.3876283985497	0.0490397773910199	-1.59544859945518	-1.73977306183537	-1.23232804604677	-1.0261992161329	1.0261992161329	0.212679269761604	-0.744723317515604	-0.733315739125184	1.43921268317484	-0.0496364352141154	1.02314427498381	-0.264961154408242	-2.71921742444992	-0.571930642180355	-1.52829067697567	-1.1608107080274	-0.76990631509743	-0.634161925261096	-1.631611798354	-0.215410392330335	-3.45423505884357	-1.25241031285829	-1.25423565936927	-1.04035218414727	-1.1717262027388	-1.92627836958567	0.109605180990952	-0.10960518099095	-1.48801308419066	-0.848186200445852	-0.965748903592091	-1.0355138756778	0.289121498183479	-1.56676385105224	-0.901702804568764	-0.513262167925282	-0.757410751053507
DDA3937_RS00040	DDA3937_RS00040	ribose ABC transporter permease	-0.0481998771609587	0.0481998771609568	-1.24115348658896	-1.64625985126609	-1.34023545778586	-1.54343871851389	-1.62313246589114	-0.300193306084859	-0.322005278131297	0.322005278131297	-0.186450548603675	-1.92709044887979	-1.5484724862378	-0.182096410339634	-1.15192128340953	0.973811788886479	-2.16874134521096	-1.91352032159401	-0.0366863425607804	-0.70335495544807	-2.96934574304804	-2.8109784829973	-2.65492856072917	0.311631231961364	-3.25115801176644	-3.52754428474505	-1.48725337104492	-2.45325217294883	-2.92317921497734	-1.88886959238991	-1.90863067723115	-0.977272738840995	0.977272738840997	-0.657852229135745	0.252931783128458	-0.718287832241032	-0.0796125089802934	-1.77322151025007	-2.33288531967567	-1.39320493932481	-2.87322480186384	-3.10161922016374
DDA3937_RS00045	DDA3937_RS00045	ribose ABC transporter substrate-binding protein RbsB	0.52019481348131	-0.520194813481311	1.24111291419211	1.36554208711307	1.06018170625421	0.609178882793861	0.930539586390914	0.775240507232245	0.224844276636339	-0.224844276636339	0.0647850915371044	-1.36069051769957	-0.994926043120993	-0.965471580298355	1.16687185668888	-0.651859343146069	0.14962265445262	-0.949428376535576	-1.24871924316275	0.284632207072143	0.177853646167749	0.441492574508002	0.109763476378921	0.37408456805649	0.24276613798753	0.462292975224443	0.344003954157597	-1.47408693429148	-1.32466275801606	-1.40368204158514	-0.120493482816202	0.312132953604301	-0.3121329536043	-1.20203202926817	-0.474520273532396	-0.808974644895774	0.12207917376808	0.908553311457353	-0.3426315166362	2.07481836416459	2.2082346143694	1.29240542694622
DDA3937_RS00050	DDA3937_RS00050	ribokinase	0.551423378565417	-0.551423378565419	6.78774274466944	6.95856496508033	5.84339316981176	8.9878415084527	9.46759443899365	9.1142029051406	-0.139915930783734	0.139915930783733	-4.48030546703076	-3.14778439933799	-2.83294538969828	2.1765250371736	2.77904282405295	0.825939843668322	1.15252566702288	1.65773243550229	-3.24018206683215	3.07535009178196	2.98923963591597	5.44817814429693	3.23447072285523	3.49036075534678	3.15442339102462	8.92006141286549	0.819015443326625	-2.77937055187314	1.05487234018623	2.30991218283116	0.0697176870371913	-0.575559763988128	0.575559763988129	-3.89924770563915	-2.86216516419108	-2.94733721890744	-1.62394197071581	-0.210277284005002	-2.27291430951749	10.2057574097828	7.49519276244309	8.43444987092803
